file	ref	refClade	strain	strainClade	pos	diffs	lengthNotN	pDiff
chr2.mfa	P34048	3	NCYC4144	NA	100000	208	99539	0.00208963320909392
chr2.mfa	P34048	3	NCYC4144	NA	200000	36	99669	0.000361195557294645
chr2.mfa	P34048	3	NCYC4144	NA	300000	22	98695	0.000222908961953493
chr2.mfa	P34048	3	NCYC4144	NA	400000	19	97036	0.000195803619275321
chr2.mfa	P34048	3	NCYC4144	NA	500000	18	97253	0.000185084264752758
chr2.mfa	P34048	3	NCYC4144	NA	600000	17	96814	0.000175594438820832
chr2.mfa	P34048	3	NCYC4144	NA	700000	24	99003	0.000242416896457683
chr2.mfa	P34048	3	NCYC4144	NA	800000	21	98896	0.000212344280860702
chr2.mfa	P34048	3	NCYC4144	NA	900000	21	99564	0.000210919609497409
chr2.mfa	P34048	3	NCYC4144	NA	1000000	23	94322	0.000243845550348805
chr2.mfa	P34048	3	NCYC4144	NA	1100000	49	98404	0.000497947237917158
chr2.mfa	P34048	3	NCYC4144	NA	1200000	28	99035	0.000282728328368759
chr2.mfa	P34048	3	NCYC4144	NA	1300000	18	98988	0.00018184022305734
chr2.mfa	P34048	3	NCYC4144	NA	1400000	46	96401	0.000477173473304219
chr2.mfa	P34048	3	NCYC4144	NA	1500000	12	99285	0.000120864178878985
chr2.mfa	P34048	3	NCYC4144	NA	1600000	43	99895	0.000430451974573302
chr2.mfa	P34048	3	NCYC4144	NA	1700000	22	93720	0.000234741784037559
chr2.mfa	P34048	3	NCYC4144	NA	1800000	25	95809	0.000260935820225657
chr2.mfa	P34048	3	NCYC4144	NA	1900000	28	95474	0.000293273561388441
chr2.mfa	P34048	3	NCYC4144	NA	2000000	35	99530	0.000351652768009645
chr2.mfa	P34048	3	NCYC4144	NA	2100000	34	96264	0.00035319537937339
chr2.mfa	P34048	3	NCYC4144	NA	2200000	24	98258	0.000244254920718924
chr2.mfa	P34048	3	NCYC4145	NA	100000	172	99700	0.00172517552657974
chr2.mfa	P34048	3	NCYC4145	NA	200000	25	99909	0.000250227707213564
chr2.mfa	P34048	3	NCYC4145	NA	300000	92	99632	0.000923398105026498
chr2.mfa	P34048	3	NCYC4145	NA	400000	130	99118	0.00131156803002482
chr2.mfa	P34048	3	NCYC4145	NA	500000	380	98872	0.00384335302208917
chr2.mfa	P34048	3	NCYC4145	NA	600000	123	97038	0.0012675446732208
chr2.mfa	P34048	3	NCYC4145	NA	700000	81	98810	0.00081975508551766
chr2.mfa	P34048	3	NCYC4145	NA	800000	139	99146	0.00140197284812297
chr2.mfa	P34048	3	NCYC4145	NA	900000	293	99715	0.0029383743669458
chr2.mfa	P34048	3	NCYC4145	NA	1000000	285	97779	0.00291473629306906
chr2.mfa	P34048	3	NCYC4145	NA	1100000	258	98542	0.00261817296178279
chr2.mfa	P34048	3	NCYC4145	NA	1200000	139	99738	0.00139365136658044
chr2.mfa	P34048	3	NCYC4145	NA	1300000	228	99639	0.00228826062084124
chr2.mfa	P34048	3	NCYC4145	NA	1400000	206	97755	0.00210730908904915
chr2.mfa	P34048	3	NCYC4145	NA	1500000	204	99634	0.00204749382740831
chr2.mfa	P34048	3	NCYC4145	NA	1600000	169	99949	0.00169086233979329
chr2.mfa	P34048	3	NCYC4145	NA	1700000	271	94208	0.00287661345108696
chr2.mfa	P34048	3	NCYC4145	NA	1800000	188	98293	0.00191264891701342
chr2.mfa	P34048	3	NCYC4145	NA	1900000	104	96093	0.00108228486986565
chr2.mfa	P34048	3	NCYC4145	NA	2000000	208	99773	0.00208473234241729
chr2.mfa	P34048	3	NCYC4145	NA	2100000	253	98169	0.00257718831810449
chr2.mfa	P34048	3	NCYC4145	NA	2200000	49	98501	0.000497456878610369
chr2.mfa	P34048	3	NCYC597	NA	100000	168	99375	0.00169056603773585
chr2.mfa	P34048	3	NCYC597	NA	200000	60	99482	0.000603124183269335
chr2.mfa	P34048	3	NCYC597	NA	300000	51	98003	0.00052039223289083
chr2.mfa	P34048	3	NCYC597	NA	400000	68	95623	0.000711125984334313
chr2.mfa	P34048	3	NCYC597	NA	500000	517	96407	0.00536268113311274
chr2.mfa	P34048	3	NCYC597	NA	600000	113	97056	0.00116427629409825
chr2.mfa	P34048	3	NCYC597	NA	700000	94	98925	0.000950214809198888
chr2.mfa	P34048	3	NCYC597	NA	800000	170	98630	0.00172361350501876
chr2.mfa	P34048	3	NCYC597	NA	900000	203	98892	0.0020527444080411
chr2.mfa	P34048	3	NCYC597	NA	1000000	249	92499	0.00269192099374047
chr2.mfa	P34048	3	NCYC597	NA	1100000	234	97406	0.00240231607909164
chr2.mfa	P34048	3	NCYC597	NA	1200000	174	98385	0.00176856228083549
chr2.mfa	P34048	3	NCYC597	NA	1300000	228	98211	0.00232153221125943
chr2.mfa	P34048	3	NCYC597	NA	1400000	219	93311	0.00234699017264846
chr2.mfa	P34048	3	NCYC597	NA	1500000	232	99020	0.00234296101797617
chr2.mfa	P34048	3	NCYC597	NA	1600000	97	99605	0.00097384669444305
chr2.mfa	P34048	3	NCYC597	NA	1700000	227	96606	0.00234975053309318
chr2.mfa	P34048	3	NCYC597	NA	1800000	147	93531	0.00157167142444751
chr2.mfa	P34048	3	NCYC597	NA	1900000	77	94787	0.000812347684809098
chr2.mfa	P34048	3	NCYC597	NA	2000000	35	99369	0.000352222524127243
chr2.mfa	P34048	3	NCYC597	NA	2100000	191	94527	0.00202058671067526
chr2.mfa	P34048	3	NCYC597	NA	2200000	54	97918	0.000551481852162013
chr2.mfa	P34048	3	P37005	1	100000	262	99428	0.00263507261535986
chr2.mfa	P34048	3	P37005	1	200000	181	99943	0.00181103228840439
chr2.mfa	P34048	3	P37005	1	300000	266	99916	0.00266223627847392
chr2.mfa	P34048	3	P37005	1	400000	370	99824	0.00370652348132714
chr2.mfa	P34048	3	P37005	1	500000	602	99737	0.00603587434953929
chr2.mfa	P34048	3	P37005	1	600000	190	98096	0.00193687816016963
chr2.mfa	P34048	3	P37005	1	700000	88	99546	0.000884013420931027
chr2.mfa	P34048	3	P37005	1	800000	133	99208	0.0013406176921216
chr2.mfa	P34048	3	P37005	1	900000	214	99916	0.00214179911125345
chr2.mfa	P34048	3	P37005	1	1000000	117	99785	0.00117252091997795
chr2.mfa	P34048	3	P37005	1	1100000	299	99322	0.00301041058375788
chr2.mfa	P34048	3	P37005	1	1200000	218	99969	0.00218067600956296
chr2.mfa	P34048	3	P37005	1	1300000	310	99851	0.00310462589257994
chr2.mfa	P34048	3	P37005	1	1400000	217	99560	0.00217959019686621
chr2.mfa	P34048	3	P37005	1	1500000	45	99984	0.000450072011521844
chr2.mfa	P34048	3	P37005	1	1600000	141	99990	0.00141014101410141
chr2.mfa	P34048	3	P37005	1	1700000	271	99310	0.00272882891954486
chr2.mfa	P34048	3	P37005	1	1800000	234	99649	0.00234824233058034
chr2.mfa	P34048	3	P37005	1	1900000	178	96383	0.00184679870931596
chr2.mfa	P34048	3	P37005	1	2000000	204	99947	0.00204108177333987
chr2.mfa	P34048	3	P37005	1	2100000	204	99743	0.00204525630871339
chr2.mfa	P34048	3	P37005	1	2200000	87	98594	0.000882406637320729
chr2.mfa	P34048	3	P37037	1	100000	258	99617	0.00258991939126856
chr2.mfa	P34048	3	P37037	1	200000	181	99946	0.00181097792808116
chr2.mfa	P34048	3	P37037	1	300000	269	99919	0.00269218066633974
chr2.mfa	P34048	3	P37037	1	400000	369	99823	0.00369654288089919
chr2.mfa	P34048	3	P37037	1	500000	599	99575	0.0060155661561637
chr2.mfa	P34048	3	P37037	1	600000	219	98176	0.00223068774445893
chr2.mfa	P34048	3	P37037	1	700000	156	99553	0.00156700451016042
chr2.mfa	P34048	3	P37037	1	800000	128	98902	0.00129421043052719
chr2.mfa	P34048	3	P37037	1	900000	208	99919	0.00208168616579429
chr2.mfa	P34048	3	P37037	1	1000000	107	99795	0.00107219800591212
chr2.mfa	P34048	3	P37037	1	1100000	293	99325	0.00294991190536119
chr2.mfa	P34048	3	P37037	1	1200000	207	99974	0.00207053833996839
chr2.mfa	P34048	3	P37037	1	1300000	308	99851	0.00308459604811169
chr2.mfa	P34048	3	P37037	1	1400000	220	99564	0.00220963400425857
chr2.mfa	P34048	3	P37037	1	1500000	30	99985	0.000300045006751013
chr2.mfa	P34048	3	P37037	1	1600000	131	99989	0.00131014411585274
chr2.mfa	P34048	3	P37037	1	1700000	270	99421	0.00271572404220436
chr2.mfa	P34048	3	P37037	1	1800000	237	99661	0.00237806162892205
chr2.mfa	P34048	3	P37037	1	1900000	180	96293	0.00186929475662821
chr2.mfa	P34048	3	P37037	1	2000000	175	99955	0.00175078785453454
chr2.mfa	P34048	3	P37037	1	2100000	128	99786	0.00128274507445934
chr2.mfa	P34048	3	P37037	1	2200000	69	98777	0.000698543183129676
chr2.mfa	P34048	3	P37039	1	100000	352	99638	0.00353278869507618
chr2.mfa	P34048	3	P37039	1	200000	194	99920	0.00194155324259408
chr2.mfa	P34048	3	P37039	1	300000	267	99915	0.00267227143071611
chr2.mfa	P34048	3	P37039	1	400000	222	99820	0.00222400320577039
chr2.mfa	P34048	3	P37039	1	500000	757	99792	0.00758577841911175
chr2.mfa	P34048	3	P37039	1	600000	252	98425	0.00256032512065024
chr2.mfa	P34048	3	P37039	1	700000	235	99548	0.00236067022943706
chr2.mfa	P34048	3	P37039	1	800000	320	99089	0.00322942001634894
chr2.mfa	P34048	3	P37039	1	900000	285	99901	0.00285282429605309
chr2.mfa	P34048	3	P37039	1	1000000	129	99792	0.00129268879268879
chr2.mfa	P34048	3	P37039	1	1100000	305	99336	0.00307038737215108
chr2.mfa	P34048	3	P37039	1	1200000	210	99974	0.00210054614199692
chr2.mfa	P34048	3	P37039	1	1300000	303	99851	0.00303452143694104
chr2.mfa	P34048	3	P37039	1	1400000	220	99562	0.00220967839135413
chr2.mfa	P34048	3	P37039	1	1500000	26	99988	0.000260031203744449
chr2.mfa	P34048	3	P37039	1	1600000	124	99989	0.00124013641500565
chr2.mfa	P34048	3	P37039	1	1700000	282	99389	0.0028373361237159
chr2.mfa	P34048	3	P37039	1	1800000	226	99656	0.00226780123625271
chr2.mfa	P34048	3	P37039	1	1900000	186	96375	0.00192996108949416
chr2.mfa	P34048	3	P37039	1	2000000	171	99954	0.00171078696200252
chr2.mfa	P34048	3	P37039	1	2100000	160	99790	0.00160336707084878
chr2.mfa	P34048	3	P37039	1	2200000	90	98647	0.000912344014516407
chr2.mfa	P34048	3	P57055	3	100000	19	99676	0.000190617601027329
chr2.mfa	P34048	3	P57055	3	200000	29	99954	0.00029013346139224
chr2.mfa	P34048	3	P57055	3	300000	16	99830	0.000160272463187419
chr2.mfa	P34048	3	P57055	3	400000	7	99797	7.0142389049771e-05
chr2.mfa	P34048	3	P57055	3	500000	1	99809	1.00191365508121e-05
chr2.mfa	P34048	3	P57055	3	600000	0	98380	0
chr2.mfa	P34048	3	P57055	3	700000	0	99483	0
chr2.mfa	P34048	3	P57055	3	800000	6	99185	6.04930180974946e-05
chr2.mfa	P34048	3	P57055	3	900000	0	99911	0
chr2.mfa	P34048	3	P57055	3	1000000	15	99749	0.000150377447392956
chr2.mfa	P34048	3	P57055	3	1100000	0	99323	0
chr2.mfa	P34048	3	P57055	3	1200000	21	99962	0.000210079830335528
chr2.mfa	P34048	3	P57055	3	1300000	6	99844	6.00937462441409e-05
chr2.mfa	P34048	3	P57055	3	1400000	0	99535	0
chr2.mfa	P34048	3	P57055	3	1500000	4	99958	4.00168070589648e-05
chr2.mfa	P34048	3	P57055	3	1600000	9	99987	9.00117015211978e-05
chr2.mfa	P34048	3	P57055	3	1700000	2	99416	2.01174861189346e-05
chr2.mfa	P34048	3	P57055	3	1800000	8	99574	8.03422580191616e-05
chr2.mfa	P34048	3	P57055	3	1900000	4	96259	4.15545559376266e-05
chr2.mfa	P34048	3	P57055	3	2000000	1	99959	1.00041016816895e-05
chr2.mfa	P34048	3	P57055	3	2100000	3	99701	3.00899690073319e-05
chr2.mfa	P34048	3	P57055	3	2200000	1	98689	1.01328415527566e-05
chr2.mfa	P34048	3	P57072	2	100000	221	99551	0.00221996765476992
chr2.mfa	P34048	3	P57072	2	200000	162	99913	0.0016214106272457
chr2.mfa	P34048	3	P57072	2	300000	164	99868	0.00164216766131293
chr2.mfa	P34048	3	P57072	2	400000	177	99800	0.00177354709418838
chr2.mfa	P34048	3	P57072	2	500000	131	99790	0.00131275678925744
chr2.mfa	P34048	3	P57072	2	600000	21	97675	0.000214998720245713
chr2.mfa	P34048	3	P57072	2	700000	118	98926	0.00119281078786163
chr2.mfa	P34048	3	P57072	2	800000	175	99135	0.00176526958188329
chr2.mfa	P34048	3	P57072	2	900000	182	99887	0.00182205892658704
chr2.mfa	P34048	3	P57072	2	1000000	183	99279	0.00184329012177802
chr2.mfa	P34048	3	P57072	2	1100000	345	99258	0.00347579036450462
chr2.mfa	P34048	3	P57072	2	1200000	189	99970	0.00189056717015105
chr2.mfa	P34048	3	P57072	2	1300000	270	99804	0.00270530239268967
chr2.mfa	P34048	3	P57072	2	1400000	244	99467	0.00245307488915922
chr2.mfa	P34048	3	P57072	2	1500000	84	99918	0.000840689365279529
chr2.mfa	P34048	3	P57072	2	1600000	93	99988	0.000930111613393607
chr2.mfa	P34048	3	P57072	2	1700000	213	94756	0.00224787876229474
chr2.mfa	P34048	3	P57072	2	1800000	152	99481	0.0015279299564741
chr2.mfa	P34048	3	P57072	2	1900000	36	96326	0.00037373087224633
chr2.mfa	P34048	3	P57072	2	2000000	51	99860	0.000510715001001402
chr2.mfa	P34048	3	P57072	2	2100000	293	99637	0.00294067464897578
chr2.mfa	P34048	3	P57072	2	2200000	328	98544	0.00332846241272934
chr2.mfa	P34048	3	P60002	8	100000	177	99690	0.00177550406259404
chr2.mfa	P34048	3	P60002	8	200000	82	99922	0.000820640099277436
chr2.mfa	P34048	3	P60002	8	300000	172	99921	0.0017213598743007
chr2.mfa	P34048	3	P60002	8	400000	99	99811	0.000991874643075413
chr2.mfa	P34048	3	P60002	8	500000	288	99800	0.00288577154308617
chr2.mfa	P34048	3	P60002	8	600000	88	98420	0.000894127209916684
chr2.mfa	P34048	3	P60002	8	700000	107	99484	0.00107554983715974
chr2.mfa	P34048	3	P60002	8	800000	151	99130	0.00152325229496621
chr2.mfa	P34048	3	P60002	8	900000	205	99862	0.00205283290941499
chr2.mfa	P34048	3	P60002	8	1000000	180	99622	0.00180682981670715
chr2.mfa	P34048	3	P60002	8	1100000	353	99265	0.00355613761144411
chr2.mfa	P34048	3	P60002	8	1200000	125	99976	0.00125030007201728
chr2.mfa	P34048	3	P60002	8	1300000	162	99760	0.00162389735364876
chr2.mfa	P34048	3	P60002	8	1400000	234	99415	0.00235376955187849
chr2.mfa	P34048	3	P60002	8	1500000	167	99762	0.00167398408211543
chr2.mfa	P34048	3	P60002	8	1600000	238	99986	0.00238033324665453
chr2.mfa	P34048	3	P60002	8	1700000	285	99368	0.0028681265598583
chr2.mfa	P34048	3	P60002	8	1800000	228	99541	0.00229051345676656
chr2.mfa	P34048	3	P60002	8	1900000	165	96333	0.00171280869483977
chr2.mfa	P34048	3	P60002	8	2000000	155	99901	0.00155153602066045
chr2.mfa	P34048	3	P60002	8	2100000	252	99684	0.0025279884434814
chr2.mfa	P34048	3	P60002	8	2200000	267	98461	0.00271173357979301
chr2.mfa	P34048	3	P75010	11	100000	223	99590	0.00223918064062657
chr2.mfa	P34048	3	P75010	11	200000	27	99945	0.000270148581719946
chr2.mfa	P34048	3	P75010	11	300000	15	99916	0.00015012610592898
chr2.mfa	P34048	3	P75010	11	400000	79	99796	0.000791614894384544
chr2.mfa	P34048	3	P75010	11	500000	519	99753	0.00520285104207392
chr2.mfa	P34048	3	P75010	11	600000	89	97608	0.000911810507335464
chr2.mfa	P34048	3	P75010	11	700000	82	99550	0.000823706680060271
chr2.mfa	P34048	3	P75010	11	800000	94	99165	0.000947915091009933
chr2.mfa	P34048	3	P75010	11	900000	169	99896	0.001691759429807
chr2.mfa	P34048	3	P75010	11	1000000	130	99420	0.00130758398712533
chr2.mfa	P34048	3	P75010	11	1100000	243	99311	0.00244685885752837
chr2.mfa	P34048	3	P75010	11	1200000	186	99957	0.00186080014406195
chr2.mfa	P34048	3	P75010	11	1300000	233	99770	0.00233537135411446
chr2.mfa	P34048	3	P75010	11	1400000	136	99527	0.00136646337174837
chr2.mfa	P34048	3	P75010	11	1500000	36	99983	0.000360061210405769
chr2.mfa	P34048	3	P75010	11	1600000	66	99985	0.000660099014852228
chr2.mfa	P34048	3	P75010	11	1700000	270	99306	0.00271886895051659
chr2.mfa	P34048	3	P75010	11	1800000	142	99627	0.00142531643028496
chr2.mfa	P34048	3	P75010	11	1900000	117	96154	0.00121679805312311
chr2.mfa	P34048	3	P75010	11	2000000	192	99864	0.00192261475606825
chr2.mfa	P34048	3	P75010	11	2100000	412	99551	0.0041385822342317
chr2.mfa	P34048	3	P75010	11	2200000	183	98298	0.00186168589391442
chr2.mfa	P34048	3	P75016	4	100000	181	99669	0.00181601099639808
chr2.mfa	P34048	3	P75016	4	200000	73	99953	0.000730343261332826
chr2.mfa	P34048	3	P75016	4	300000	96	99915	0.000960816694190062
chr2.mfa	P34048	3	P75016	4	400000	132	99799	0.00132265854367278
chr2.mfa	P34048	3	P75016	4	500000	276	99772	0.00276630718037125
chr2.mfa	P34048	3	P75016	4	600000	34	98163	0.000346362682477104
chr2.mfa	P34048	3	P75016	4	700000	112	99547	0.00112509668799662
chr2.mfa	P34048	3	P75016	4	800000	147	99036	0.00148430873621713
chr2.mfa	P34048	3	P75016	4	900000	144	99887	0.00144162904081612
chr2.mfa	P34048	3	P75016	4	1000000	100	99386	0.00100617793250558
chr2.mfa	P34048	3	P75016	4	1100000	303	99283	0.00305188199389624
chr2.mfa	P34048	3	P75016	4	1200000	250	99973	0.00250067518229922
chr2.mfa	P34048	3	P75016	4	1300000	199	99744	0.00199510747513635
chr2.mfa	P34048	3	P75016	4	1400000	303	99416	0.00304779914701859
chr2.mfa	P34048	3	P75016	4	1500000	163	99615	0.0016362997540531
chr2.mfa	P34048	3	P75016	4	1600000	116	99981	0.00116022044188396
chr2.mfa	P34048	3	P75016	4	1700000	178	94863	0.00187639016265562
chr2.mfa	P34048	3	P75016	4	1800000	203	99611	0.0020379275381233
chr2.mfa	P34048	3	P75016	4	1900000	96	96282	0.000997071103633078
chr2.mfa	P34048	3	P75016	4	2000000	158	99910	0.00158142328095286
chr2.mfa	P34048	3	P75016	4	2100000	120	99731	0.00120323670674113
chr2.mfa	P34048	3	P75016	4	2200000	140	98546	0.00142065634323057
chr2.mfa	P34048	3	P75063	4	100000	167	99642	0.00167600008028743
chr2.mfa	P34048	3	P75063	4	200000	94	99949	0.000940479644618756
chr2.mfa	P34048	3	P75063	4	300000	115	99920	0.00115092073658927
chr2.mfa	P34048	3	P75063	4	400000	136	99812	0.00136256161583778
chr2.mfa	P34048	3	P75063	4	500000	233	99768	0.00233541817015476
chr2.mfa	P34048	3	P75063	4	600000	33	98403	0.000335355629401543
chr2.mfa	P34048	3	P75063	4	700000	119	99535	0.00119555935098207
chr2.mfa	P34048	3	P75063	4	800000	133	99038	0.00134291887962196
chr2.mfa	P34048	3	P75063	4	900000	145	99886	0.00145165488657069
chr2.mfa	P34048	3	P75063	4	1000000	117	99683	0.00117372069460189
chr2.mfa	P34048	3	P75063	4	1100000	261	99279	0.00262895476384734
chr2.mfa	P34048	3	P75063	4	1200000	245	99974	0.00245063716566307
chr2.mfa	P34048	3	P75063	4	1300000	201	99776	0.00201451250801796
chr2.mfa	P34048	3	P75063	4	1400000	271	99518	0.00272312546474005
chr2.mfa	P34048	3	P75063	4	1500000	169	99624	0.00169637838271902
chr2.mfa	P34048	3	P75063	4	1600000	123	99980	0.00123024604920984
chr2.mfa	P34048	3	P75063	4	1700000	143	94806	0.00150834335379617
chr2.mfa	P34048	3	P75063	4	1800000	206	99617	0.00206792013411366
chr2.mfa	P34048	3	P75063	4	1900000	115	96273	0.00119451975112441
chr2.mfa	P34048	3	P75063	4	2000000	205	99890	0.00205225748323155
chr2.mfa	P34048	3	P75063	4	2100000	105	99748	0.00105265268476561
chr2.mfa	P34048	3	P75063	4	2200000	59	98631	0.000598189210288854
chr2.mfa	P34048	3	P76055	2	100000	228	98762	0.00230858022316275
chr2.mfa	P34048	3	P76055	2	200000	176	99906	0.0017616559565992
chr2.mfa	P34048	3	P76055	2	300000	130	99867	0.0013017313026325
chr2.mfa	P34048	3	P76055	2	400000	124	99812	0.00124233559091091
chr2.mfa	P34048	3	P76055	2	500000	144	99456	0.00144787644787645
chr2.mfa	P34048	3	P76055	2	600000	62	98375	0.000630241423125794
chr2.mfa	P34048	3	P76055	2	700000	173	98912	0.00174902944031058
chr2.mfa	P34048	3	P76055	2	800000	191	99129	0.00192678227360308
chr2.mfa	P34048	3	P76055	2	900000	198	99868	0.00198261705451196
chr2.mfa	P34048	3	P76055	2	1000000	211	99040	0.00213045234248788
chr2.mfa	P34048	3	P76055	2	1100000	339	99279	0.00341461940591666
chr2.mfa	P34048	3	P76055	2	1200000	197	99970	0.00197059117735321
chr2.mfa	P34048	3	P76055	2	1300000	274	99743	0.00274705994405622
chr2.mfa	P34048	3	P76055	2	1400000	219	99418	0.00220282041481422
chr2.mfa	P34048	3	P76055	2	1500000	111	99928	0.0011107997758386
chr2.mfa	P34048	3	P76055	2	1600000	105	99983	0.00105017853035016
chr2.mfa	P34048	3	P76055	2	1700000	283	94619	0.00299094262251768
chr2.mfa	P34048	3	P76055	2	1800000	133	99449	0.00133736890265362
chr2.mfa	P34048	3	P76055	2	1900000	116	95907	0.00120950504134213
chr2.mfa	P34048	3	P76055	2	2000000	114	99847	0.00114174687271525
chr2.mfa	P34048	3	P76055	2	2100000	154	99630	0.00154571916089531
chr2.mfa	P34048	3	P76055	2	2200000	96	98550	0.000974124809741248
chr2.mfa	P34048	3	P76067	2	100000	341	99655	0.00342180522803673
chr2.mfa	P34048	3	P76067	2	200000	249	99907	0.00249231785560571
chr2.mfa	P34048	3	P76067	2	300000	240	99843	0.00240377392506235
chr2.mfa	P34048	3	P76067	2	400000	309	99827	0.00309535496408787
chr2.mfa	P34048	3	P76067	2	500000	160	99738	0.00160420301189115
chr2.mfa	P34048	3	P76067	2	600000	57	98407	0.000579227087503938
chr2.mfa	P34048	3	P76067	2	700000	215	98948	0.00217285847111614
chr2.mfa	P34048	3	P76067	2	800000	390	98907	0.00394309806181565
chr2.mfa	P34048	3	P76067	2	900000	481	99857	0.00481688815005458
chr2.mfa	P34048	3	P76067	2	1000000	408	96531	0.00422662149982907
chr2.mfa	P34048	3	P76067	2	1100000	508	99263	0.00511771757855394
chr2.mfa	P34048	3	P76067	2	1200000	303	99961	0.00303118216104281
chr2.mfa	P34048	3	P76067	2	1300000	451	99734	0.00452202859606553
chr2.mfa	P34048	3	P76067	2	1400000	492	99247	0.00495732868499804
chr2.mfa	P34048	3	P76067	2	1500000	115	99632	0.00115424763128312
chr2.mfa	P34048	3	P76067	2	1600000	199	99971	0.00199057726740755
chr2.mfa	P34048	3	P76067	2	1700000	377	94765	0.0039782620165673
chr2.mfa	P34048	3	P76067	2	1800000	112	99453	0.00112616009572361
chr2.mfa	P34048	3	P76067	2	1900000	77	95978	0.000802267186230178
chr2.mfa	P34048	3	P76067	2	2000000	77	99879	0.000770932828722754
chr2.mfa	P34048	3	P76067	2	2100000	158	99668	0.0015852630734037
chr2.mfa	P34048	3	P76067	2	2200000	103	98700	0.0010435663627153
chr2.mfa	P34048	3	P78042	3	100000	365	99699	0.0036610196692043
chr2.mfa	P34048	3	P78042	3	200000	41	99921	0.000410324156083306
chr2.mfa	P34048	3	P78042	3	300000	0	99907	0
chr2.mfa	P34048	3	P78042	3	400000	1	99850	1.00150225338007e-05
chr2.mfa	P34048	3	P78042	3	500000	3	99788	3.00637351184511e-05
chr2.mfa	P34048	3	P78042	3	600000	7	98406	7.11338739507754e-05
chr2.mfa	P34048	3	P78042	3	700000	5	98937	5.05372105481266e-05
chr2.mfa	P34048	3	P78042	3	800000	15	99147	0.000151290508033526
chr2.mfa	P34048	3	P78042	3	900000	1	99907	1.00093086570511e-05
chr2.mfa	P34048	3	P78042	3	1000000	1	99775	1.00225507391631e-05
chr2.mfa	P34048	3	P78042	3	1100000	0	99332	0
chr2.mfa	P34048	3	P78042	3	1200000	0	99962	0
chr2.mfa	P34048	3	P78042	3	1300000	1	99911	1.0008907928056e-05
chr2.mfa	P34048	3	P78042	3	1400000	4	99337	4.02669700111741e-05
chr2.mfa	P34048	3	P78042	3	1500000	25	99963	0.000250092534237668
chr2.mfa	P34048	3	P78042	3	1600000	4	99987	4.00052006760879e-05
chr2.mfa	P34048	3	P78042	3	1700000	6	99369	6.03810041360988e-05
chr2.mfa	P34048	3	P78042	3	1800000	4	99633	4.01473407405177e-05
chr2.mfa	P34048	3	P78042	3	1900000	6	96320	6.22923588039867e-05
chr2.mfa	P34048	3	P78042	3	2000000	1	99955	1.00045020259117e-05
chr2.mfa	P34048	3	P78042	3	2100000	0	99751	0
chr2.mfa	P34048	3	P78042	3	2200000	4	98763	4.05009973370594e-05
chr2.mfa	P34048	3	P78048	1	100000	156	99535	0.00156728788868237
chr2.mfa	P34048	3	P78048	1	200000	60	99956	0.000600264116211133
chr2.mfa	P34048	3	P78048	1	300000	159	99937	0.00159100233146883
chr2.mfa	P34048	3	P78048	1	400000	107	99844	0.00107167180802051
chr2.mfa	P34048	3	P78048	1	500000	382	99826	0.00382665838559093
chr2.mfa	P34048	3	P78048	1	600000	125	98430	0.00126993802702428
chr2.mfa	P34048	3	P78048	1	700000	81	99549	0.00081366965012205
chr2.mfa	P34048	3	P78048	1	800000	141	99159	0.00142195867243518
chr2.mfa	P34048	3	P78048	1	900000	197	99918	0.00197161672571509
chr2.mfa	P34048	3	P78048	1	1000000	128	99770	0.00128295078680966
chr2.mfa	P34048	3	P78048	1	1100000	320	99337	0.00322135760089393
chr2.mfa	P34048	3	P78048	1	1200000	203	99980	0.00203040608121624
chr2.mfa	P34048	3	P78048	1	1300000	311	99850	0.00311467200801202
chr2.mfa	P34048	3	P78048	1	1400000	231	99541	0.00232065179172401
chr2.mfa	P34048	3	P78048	1	1500000	27	99986	0.000270037805292741
chr2.mfa	P34048	3	P78048	1	1600000	133	99975	0.00133033258314579
chr2.mfa	P34048	3	P78048	1	1700000	284	99151	0.00286431806033222
chr2.mfa	P34048	3	P78048	1	1800000	227	99664	0.00227765291379034
chr2.mfa	P34048	3	P78048	1	1900000	180	96363	0.00186793686373401
chr2.mfa	P34048	3	P78048	1	2000000	174	99951	0.00174085301797881
chr2.mfa	P34048	3	P78048	1	2100000	131	99774	0.00131296730611181
chr2.mfa	P34048	3	P78048	1	2200000	84	98735	0.000850762141084722
chr2.mfa	P34048	3	P87	4	100000	325	99639	0.00326177500777808
chr2.mfa	P34048	3	P87	4	200000	208	99940	0.00208124874924955
chr2.mfa	P34048	3	P87	4	300000	252	99877	0.00252310341720316
chr2.mfa	P34048	3	P87	4	400000	417	99743	0.00418074451339944
chr2.mfa	P34048	3	P87	4	500000	543	99699	0.00544639364487106
chr2.mfa	P34048	3	P87	4	600000	237	97583	0.00242870172058658
chr2.mfa	P34048	3	P87	4	700000	257	99482	0.00258338191833699
chr2.mfa	P34048	3	P87	4	800000	138	99035	0.00139344676124602
chr2.mfa	P34048	3	P87	4	900000	144	99887	0.00144162904081612
chr2.mfa	P34048	3	P87	4	1000000	109	99542	0.0010950151694762
chr2.mfa	P34048	3	P87	4	1100000	255	99263	0.00256893303647885
chr2.mfa	P34048	3	P87	4	1200000	243	99971	0.00243070490442228
chr2.mfa	P34048	3	P87	4	1300000	227	99769	0.00227525584099269
